user_name,rating,date,review
Yeremy Mendoza,5,2025-10-26 06:55:48,"a Hello, in my opinion this game is very fun since you can make battles with your friends in different game modes, just like the competitive mode or playing in the clan, at first it is obvious that you have been Difficult, oh it will get boring, but after a while it becomes a competitive game since there are always mini events like challenges, clan wars, climbing arenas, etc., but from my point of view From the 2 years I've been playing, I think it's a very fun game and that's all I have to say."
Abraham Gideon,1,2025-10-12 10:19:00,"They have made it pay to win. Players who have spent years get upstaged by new players who can just throw money at it. Ranked battles at 15000 trophies is a scam, might as well make it 150000. Clear case of greed destroying a good game. No 2v2 battles, no party mode and the clan battles are a farce. Clearly the devs don't read any of the reviews because all the recent changes have been exactly opposite to what players want."
Subh Shah,3,2025-10-24 15:10:50,"I've only played the game for a few months, and it's already feeling repetitive, I go up an arena I have an insane win streak and the second im a single trophy away, I verse the biggest p2w player who has every single evo known in the game and I drop down to the bottom of the arena and be on it for weeks, I would only recommend this games if you are willing to pay 1000s of dollars for all the exclusive update bs"
shivansh rs,1,2025-10-23 20:52:29,"Very bad game. It used to be so good but now it's just pay to win it's impossible to win unless u buy a certain item from the store. The chest draws are absolute garbage. The opponent always somehow has faster elixir and better decks with exact counter for your deck. Don't waste ur time on this. Ull be stuck on the same trophy count for a year. I hate this game, how is it that the opponent always has my exact counter, I'm being able to beat people 4000 trophies above me, absolute garbage"
Maxime Gagnon (Thurinum),5,2025-11-01 00:24:45,"I think this is one of the best RTS out there. It's super well designed, quick paced, challenging and no game feels the same. It's fun to play with your friends and alone too. A lot of people complain that it's pay to win, and while that is true, it's not pay to win enough to prevent you from climbing the ranks of ladder (it just takes longer). My best friends got to 15k trophy over a few years without spending a dime - mind you, the game is fun even in lower arenas. He he he haw lol"
Lincoln M.,3,2025-10-22 11:15:59,"This game makes it so you fight in a regular match, but the player that you are fighting has a large number of cards you don't have. And when that happens, your cards don't really stand a chance. So that reason makes the game a lot harder to play and more frustrating for the players. But sometimes the matches that I play are still pretty fair, so that is why my rating is in the middle. So if the game made a change that you could be able to fight players that have the same cards that you have."
Kinley Wasser,1,2025-10-20 14:38:20,"super disappointed. I love this game, it's great for passing time. However, today I was loading into the game as usual to collect my daily chests when I was sent to the main screen to have to relogin. I attempted to relogin with my supercellid, to no advail. sometimes it'll load, sometimes it won't, and it's not an issue on my end I've checked. it simply won't send me the verification code even when it does load despite my email being correct. support apparently isn't available in my region. lol"
Ayush Bansal,1,2025-10-28 22:30:42,"This game is not good for mental sanity. some decks will have hard counter to whatever u play and in that sense matchmaking is not fair. what cards you want to play are different and what cards u get are based on luck. resources are limited. I had bought the royal pass. but I don't want to buy every royal pass to upgrade troops. troop upgrade take forever, for last 9 years i am playing still troops are upgrading and I don't have cards I want to play so. I quit."
Conrad Brosky,1,2025-10-10 09:57:51,"I came back to this game after 3 years its still as horrible as when I left you cant progress at all unless if you pay to win the game literally. the game is based on levels of cards, the higher the level the more powerful, and you can buy your way to higher levels. this is fine but the game matchmaker you in mid ladder, mid game, against people who have spent 200 dollars on the game, and its every game, ive been stuck in the same spot for 3 weeks in arena 19. DO NOT DOWNLOAD"
Gavin Beebe (CoviMelon),1,2025-10-13 21:31:39,"This game is a lot of fun and can be so addicting, but it is so pay to win. They have these cards that are called evolution cards, just the regular cards but way more powerful, and they all cost money. it's disgusting how many people buy them and it makes the game unplayable for people that don't want to spend money on it. Don't support them by buying those evo cards, because as long as they are making that much money, they won't care."
Hisham khaled,1,2025-10-18 15:39:38,"The game isn't fair any more the evolution is ruining the game at first I played vs much higher levels but this was a little acceptable, but now I have to play vs a player who has like almost all his Cards with evolution and I don't have single one? because for me that game isn't fair anymore..you can delete the evolution to make fairness in the game play or make evolution part of the challenges.but to make it in the trophy this sucks"
Mani Shankar M,1,2025-10-24 14:03:43,"Now you have to pay for almost everything. They have removed Books from shop which could be bought with gems. Previously extra cards were converted to wild cards, now they convert into elite wild cards. No one even asked for Lvl 15 , for which you have to collect 50k elite wild cards which is insane. At higher leagues even level 14 is underleveled which limits players to play only few decks.Also bring back season shop!"
Veronica Baisar,1,2025-10-12 11:40:20,"Honestly, I used to enjoy Clash Royale, but over time, it just started to suck for me. The biggest problem is how pay-to-win the game feels. If you’re not spending money, you're basically stuck grinding for weeks just to level up a single card, while someone who drops some cash can max theirs out instantly. It’s incredibly frustrating to go into matches knowing you played better, but still lost because your opponent’s cards are two levels higher. Yall fvk with apples tho?"
Bot Twelve,2,2025-10-29 21:04:14,brutal. the firecracker unit has ruined the game these are medieval units while the firecracker has a explosive gun you cannot attack your opponent on any level while they use it. time to take it out guys it's killing your game plus the mother witch is supposed to counter minion hordes but it's attack speed and low hp make it useless making you have to choose poisen it's pretty easy to observe...
Dooms Day,1,2025-10-17 14:25:36,"Why do you always pair me with a level 15 opponent when I'm just level 14? It's truly unfair to play with them and have a low chance to win even if you strategize your gameplay. And also I noticed that some players have faster elixir regeneration compared to mine, that's why I'm suspecting that some of them are cheaters."
Jennifer Barradas,2,2025-10-30 20:14:30,"the game is so good, but if you pay, and buy cards or coins you always are going to win, that's horrible, bad idea because is you don't pay, it appears like the opponent has more cards, more elixir, it's like he or she always have card to play"
Abhinav Sajeev,4,2025-10-23 01:48:32,"This game is good, but I find it pay to win also. Being able to buy champions when you didn't even resch the arena required is so unfair. If I were to suggest changes, it would be to make the purchases of specific champions or evolutions unavailable until you unlock the character or arena to make it fair for everyone."
Dean Halter,1,2025-10-07 01:18:41,The game is hardly worth playing. It takes unbelievably long to level up. the only way to get cards is to get on everyday and win up to 4 games for loot boxes that give barely anything. So it requires at least 20 minutes everyday for months to get cards leveled up so that you can climb ladder. It's not fun.
TheShortDude,1,2025-10-21 12:35:12,most pay to win game of all time. To top it off there is no such thing as fun in this game. everyone plays the meta and if you want to try other cards ever that are under leveled you cant because you will instantly be demolished by some meta deck played by a guy who spent $500 on the game
lev1athan,1,2025-11-02 21:18:15,I've played for a long time and hate it the more years pass. Fun fact! Never nerfing the most used cards so that people will spend more money to level them is stupid. Did I mention that everyone uses the EXACT SAME DECKS EVERY SINGLE GAME because of it? I'm stuck using the same thing every game because if I changed it then I'd never win because their max level cards would easily beat my underleveled ones no matter what I used. I'M SORRY I CAN'T SPEND ALL MY MONEY ON YOUR STUPID GAME.
Kacper Dobrzynski,1,2025-10-07 02:51:38,At first the game is fun but as you get in the later stages of the game you verse players who spend ridiculous amounts of money on the game to have max level cards. They remove the season shop and chests so free to play players are unable to progress. Also instead of nerfing the broken cards they buff or just leave them as is. Your unable try out new decks as all your resources are sapped into 1 deck.
Tino Noelle,2,2025-10-22 09:28:58,"All in all, pay to win unless your maxed leveled which takes years. Every other update it gets harder to progress without paying money. Event rewards are often less worth then a single chest. The current seasonal Chests can turn into a 5 Star and give you a Banner that you already gain as the next reward. Fun concept destroyed by micro transactions and focus on profit. Very rare bugs but loosing a rare drop with important progress is crushing, support can't even react after months. Disappointed"
Alek Madzharov,1,2025-09-11 20:11:42,"The game is no longer fun and it can never return to what it was years ago. The changes are very unfriendly to returning players who don't have access to evolutions, higher levels or even Ranked battles. The game currently has 2 modes (1v1 and Merge Tactics) which is a far cry from the Party button that offered ever-changing events. F2P still struggle in ladder and especially Clan wars. And all of this devolution is offered at a higher prise that will only increase in the future."
Rangrez Mohd Saif,1,2025-10-12 03:51:01,"I am getting the same 3 worst modifiers in merge tactics that is Ultimate Origins, Master Arena and Trait Dummy all three of them are really boring to play and for some reason I'm always getting any one of the above it is very rare for me to get any other modifier and special Mention to Ascension because if i don't get these 3 then this is the one that is repeated the most"
Hasooni,2,2025-10-16 19:54:09,"I have been playing the game since 2016, and a huge issue has yet to be solved: Matchmaking. I've been stuck in the same Arena and Merge Tactics league for MONTHS due to the absolute HORRIBLE matchmaking, it matches me up against way higher level players, besides that the game is pretty good."
TROY JACKSON,1,2025-10-21 04:50:25,"They introduced level 15, made the upgrade pay to win, and ruined the game, Glad I don't have to wait for troop to be built, was a Great live strategy game. It took me 3hrs to get your email, you completely stuffed this update in Oct 25."
Prishaa Badhwar 1 6602,5,2025-10-15 19:56:20,"Best strategic game ever really nice game . I have been playing this for like 2 to 3 years , it has been treating me very well. I have reached 6000 trophies (F2P) . Only one problem I have with this game is of free evo shards, they are very less available. So, I would love if the Clash Royale team focuses more on this problem."
Chris Raymonio,1,2025-08-31 13:18:38,"it took me years to reach 10000,, and all of a sudden when you be in the middle of a battle the connection automatically lost. making you login again only to see that you have lost. sometimes the game automatically freezes too. Very annoying when you're having network issues, and when you have a phone call just know that it's all over. Rubbish.... BUT ADDICTIVE 💯"
Jai Pedersen,5,2025-09-03 04:24:22,"Clash Royale is a fast-paced strategy game that blends tower defense, collectible card battles, and real-time multiplayer action. Players build decks using cards representing troops, spells, and buildings, then face off against opponents in three-minute duels where quick decision-making is key. Its mix of strategy and skill makes it highly competitive yet easy to pick up. The game’s balance of free-to-play progression and in-app purchases can be frustrating at times, but still very fun."
Terence Marasigan,2,2025-09-12 18:54:54,"The game is really fun to play. But pay2win is becoming a huge problem within the game. It loses its fun when having matchups where the enemy has a far higher leveled cards than I do. Making the match one-sided and unfair for the free to play player. Please supercell, fix the matchmaking. Where people only get matched with opponents that have equally leveled cards."
Chris Hill,1,2025-08-22 05:20:07,"updated and now I can't log in after 7 years of data. If you're starting a new game, find a different one, this one is toast. devs don't care it's all about the money. playability has been trash for years! tons of ux updates no one asked for just to polish the fact the matchmaking is garbage. fix the real issues and don't put out an update that kicks your player base."
Autumn ToPpY (Snowy),1,2025-09-14 19:36:24,"The game itself is good, but I feel like the developers only care about money now, rather than enjoyment, especially because of the ""kingly offerings"" event and buying evolution shards, while people that don't have the ability to, and actually want to enjoy the game get pretty much told pay or get out because of the matchups. (it's near impossible to progress being free to play.) I hope this game someday improves, because this is just disappointing"
Trevor Linke,1,2025-09-06 22:24:30,Great game but they got rid of all skill. once they added evolutions they ruined the game and I stopped playing. No more skill or grind to play the game. Keep in mind I have been playing for 10 years now. That completely ruined it for me and my friends and we all have basically maxed accounts. With this we will never play again. They just are money hungry. Pay to win.
Matthew Quinn,3,2025-08-26 22:16:13,"This game used to be phenomenal. Great graphics and smooth gameplay. Unfortunately, the game developers have chosen a more ""Pay to Win"" style, and gameplay shows. You work to upgrade cards in a deck and then battle other players' decks. If you're good, you'll level up quick and the rewards are aplenty. Unfortunately, no matter what you will find yourself at a skill cap where only those who spend $$$ get to progress, the infamous ""Mid-Ladder"". Be prepared for an experience full of highs and lows."
J Austria,2,2025-08-15 02:38:44,"This game has been out for nearly a decade and it was once one of the best games you can have on a moblie device. This is no longer the case. It is now the filled with greed and thousands of predetory style of microtransaction which is aims towards younger people. It's sad to see a game I love and loyaly play through out the years to turn into something this awful. This is free to download, but it is not anwywhere close to being a ""free to play"" game. If youre a new player, find something else."
niko ludovic,2,2025-09-26 20:41:11,"Typical PAY-TO-WIN game, with a hilarious algorithm. Very often, in easy battles, the connection suddenly lags and delays. Only after the opponent gains the upper hand does it return to normal. The matchmaking algorithm is also too obvious. When we're forced to lose by the algorithm, it will select an opponent with a counter-strategic deck. Clash Royale isn't a game to prove skill; it's just a casual game for those who pay for the pass. For free players, keep dreaming of a fair and exciting game"
K W,1,2025-09-23 06:34:21,This game is rigged. Been trying to get to max trophies for years now. Every time I'm one win away I get matched against someone who perfectly counters my deck. Begin the loss streak. Once this happens I won't get another win until I fall almost all the way down to the bottom of the arena I'm in. Another thing is that the opponents elixir usage doesn't add up when this happens. Over and over I've counted their elixir and mine at the same time. Not equal...and yes I know how to use it efficiently
Ian Mertens,1,2025-08-18 19:26:35,"This game sucks since last updated. No battle is even interesting, since sometimes your enemy does not even respond, while other times the enemy can deploy more elixir than you even produce. there is no way in hell this game is even fair and I doubt if you even play against other real players. It is very clear that players who pay, win. This is not about strategy anymore, but about money. The last updates ruined the game completely."
Dylan RogersYT,1,2025-08-24 08:52:02,"The game has unfortunately shifted toward a pay-to-win model. It used to have a balanced ranked mode where everyone had access to level 11 cards, creating a fair competitive environment. Now that mode is gone, and it feels like the focus is more on monetization than gameplay. It's a disappointing direction for what used to be a great game.😕😪"
Travis Davis,1,2025-08-23 14:16:32,"Over the years, this game has devolved into a giant cash grab. I mean, whats even the point of calling it a strategy game when you can be in arena 1 and go against max level cards. I still play because when all is said and done its a fun game, but pay to win has just completly spiralled out of control, to the point where i wanna uninstall."
Raphael ANS,1,2025-08-26 14:17:41,"This game has almost lost its fun and balance element, and while playing, I encountered several frustrated players. And for ""Merge Tactics"" it should be replaced with ""Merge Luck"" because it's not based on tactics but luck, after reaching 2500 and 2800, there will be a clear imbalance in the random distribution of cards. Playing 3x &3 winning the first order from 2800 to 2889 then the next 3 rounds will most likely drop back to the 2800-2820 area, this wastes 15 to 24 minutes of time. Not fun!!!"
Martin,1,2025-08-18 14:18:43,"The game is hot garbage. I am 9k trophies level 13, every third game there is someone P2W level 15 with maxed out cards, making it almost impossible to climb if you don't spend at least a month to level up to level 14 or don't pay real money. And you can't even buy anything good with money unless you throw hundreds of dollars at the game."
Yanko Greshkov,1,2025-08-16 15:55:58,"Don't play it in 2025! The game's progression is screwed as a F2P player. Opponents usually are 1-2 card levels above you, which means their 5 elixir troop will wipe out everything you have, regardless of how well you play. The game uses EOMM, which means every other game you get thrown in against bots, which makes wins feel meaningless. Chests and card drops don't give you nearly enough on a daily basis to level up anything. Check recent reviews and you'll see players leaving the game en masse."
Daniel Lipka,1,2025-08-21 13:43:29,"I love what this game used to be. Overall great game, no bloatware and no ads. greatest mobile game of all time. however this game is pay to progress, the game intentionally matches you with hard counters and pass royale players so you dont win, get frustrated and buy their microtransactions. overall 1/5. love the concept but it's impossible to progress without swiping your credit card. I'd rather watch ads but have a playable game then an unplayable game with no ads."
Marco Antonio Cortés S.,1,2025-09-02 09:09:33,"They've completely forgotten about trade tokens and magic coins; I can hardly even get a book without buying them. They've removed a lot of things that were used to level up and they didn't add anything in its place, the pass royale is more of the same, they removed many things by putting levels that you will hardly take advantage of"
Luke Dunn,1,2025-08-31 07:03:47,"After 7 years of playing this game, today is the day I delete it for good! The P2P requirement is just ridiculous now and the evolution element has completely ruined the game. Out of every 10 games I reckon I play the exact same deck at least 5-6 times. The fun has completely gone and the players with money buy their way to the top! Such a shame as I've loved this game for so many years, but unfortunately like every other aspect of life, greed takes over and money always come first."
Adarsh Pidugu,1,2025-09-29 07:03:55,"Clash Royale may be one of the most popular mobile games in the world, but anyone who has actually played it knows the frustration runs deep. After losing yet another game, I can confidently say this app has more problems than positives, and here are several reasons why Clash Royale simply sucks. 1. Pay-to-Win Mechanics The biggest issue with Clash Royale is that it rewards players who spend money rather than players who actually have skill. Someone with a maxed-out Mega Knight doesn’t even nee"
Naufal Mahfudz,1,2025-10-04 04:23:16,"The game is getting more and more pay to win. They give some free resources once in a while, but that's not enough. It is even worse if you are a new player or a returning player. You'll feel left out because you just don't have any evolved cards you want, even if you already grinded for weeks. Matchmaking and servers are usually terrible as well. New cards are usually overpowered, making you spend your money to get it, and then they'd nerf it. Thumbs up for successfully destroying the game."
egkoieghs hersges,5,2025-09-14 08:59:40,"Clash is one of the most fun games ever because it combines strategy, excitement, and creativity all in one. Players get to build their own base, train troops, and come up with unique battle strategies to defeat opponents. Every match feels different, and the challenge of outsmarting other players makes it endlessly entertaining. On top of that, the graphics and animations keep the gameplay fresh and enjoyable, making it easy to get hooked for hours. This game also deserves 5 stars because it"
Allan,1,2025-08-29 21:22:17,"Like all mobile games, it seems fun for a while, then it becomes increasingly difficult to progress unless you pay. They all have a gambling feel to it, i.e. you win some, you lose more. Clash Royale is exactly the same. Great way to get people addicted and waste all their time and money. I have uninstalled this game."
Eric,1,2025-08-16 12:33:32,"I dont know how long support has been nothing but an automated bot with limited reply options, as I used it today for the first time in ages, but its absolutely horrible. There isnt a way to talk to a human to report problems and I cant stand it. Ive been playing this game on and off since it was released, ive stuck through a lot of bad direction choices gameplay-wise, but this is something I just cant abide by. I wont be playing this game again until you can talk to an actual human for support."
Eric Hartanto,2,2025-10-01 21:25:01,"After over a year break, I reinstalled this game after seeing the ad for old players. Sadly, the same issue still exists: CONSTANT DISCONNECTIONS! Even with full 4G signal or stable Wi-Fi, the game suddenly disconnects in the middle of a match, while other apps and games run perfectly fine. This has been a problem for years and was the main reason I uninstalled before. The server feels unstable and unreliable, making the whole experience really disappointing!"
Kurtis Lambert,1,2025-08-21 17:02:42,"Prime example of pay to win. I wanted to try it again after years since they updated it so much, and I can see why. You hit walls where you can't progress without buying some of their packs, if you don't you will be placed against people who have much higher leveled soldiers since you can only level them from cards you receive through chests."
Hossain Araf,1,2025-08-20 05:47:43,"Clash Royale is honestly the worst game. I’ve been playing it since 2018, and its algorithm is completely worsen. Once you start losing, it feels impossible to win — like the game forces loss after loss. I can dominate the entire match, but somehow the opponent snatches the win at the very end. It’s so frustrating. I’ve wasted countless hours over the past seven years on this game, and now it just feels like a complete waste of time."
Ernesto Padilla,1,2025-09-12 04:44:24,"its either you win 5 times in a row to finally make it ti the next arena, get 1 win and 1 loss constantly, or lose 5 times in a row. the game is suppost to be ""strategic"" but you cant find a perfect strategy without spending like 20$ in-game because the game REFUSES to give you the cards you need to update your strategy to counter the constant other strategies that perfectly counter your strategy and then your opponents for whatever reason have cards from 3 arenas ahead of the one you are in."
logan gravley,1,2025-09-28 20:35:48,"The bots have infinite elixir. If you don't like to be cheated out of wins, don't play this game. For example, I was in a match and had just played a push when the bot played a goblin hut, fireball, wizard, giant, and a knight for one side, and on the other played a mini pekka and tombstone, and this was not the only time it had happened either."
Xerneasguy1336,1,2025-08-21 22:55:43,"Can't do anything, can't get enough elixir on time for anything. People are pay to win and toxic as heck, this game sucks, the troops/towers aren't good, there is no hope into trying no matter how hard I try to win, I always end up losing, the matchmaking is horrible. There's nothing! It's not fair. Fix your game, Supercell!"
Luke Tuder,1,2025-09-02 10:12:25,I've been playing this game for over a few years now and it's a good game when you're not playing no skill over leveled opponents who you somehow get matched against every game......this game is so money based you cant get anywhere without spending money the first thing you see when you click on the shop is flashing deals in your face immediately and 30 bucks for early access to new cards..... 30 bucks? This game is so pay to win I don't recommend even giving a thought to downloading this game
Mikey,4,2025-08-16 00:03:36,"Everything about the game is top tier except the pay to win aspect is very annoying at times, and the game gets to a point where you literally cannot progress at all because your opponents are to overleveled. Other than that the game is very entertaining/fun."
Claudio Guerrero,1,2025-08-20 05:04:09,"Update This game is clear pay to win. While you're supposed to have the same tower shooting speed since it isn't upgradeable, it is obvious that most enemy towers shoot faster so u die quicker. Opponent mana also fills faster which you can't purchase or alternate so they send several 5 mana characters faster than you can send two 3-4 mana characters. this game clearly incentives to purchase upgrades to even stand a chance. I wouldn't recommend this cheating greedy cash grab pay to win game."
Tanmay T A,1,2025-10-02 21:47:16,"Only Supercell can manage to make a game this simple, a buggy mess. The game constantly crashes and disconnects. The disconnecting issue is especially engaging. It disconnects even when I have a perfectly stable network, and it loves to do so exactly during crucial moments in the match when you're dropping troops to defend a rush."
Logan Davis,2,2025-08-27 11:37:02,"No matter what if you get one or more wins in a play session you will begin to be matched with people with counters and even just overall higher level cards, me with all level 8 and 9 cards sadly can't wipe someone with a level on me in towers and 2 or 3 additional levels in cards. Simply unfun after two or three games. adding this way later,after giving the game another try, game is unplayable after going back after some time. evolutions are required, or you're always gonna be a step behind."
regan robinson,5,2025-09-24 14:04:28,"As a high arena player placed top 50 in the world, iv'e been playing clash since the week it came out, and I have seen how much the game has gone ,up down , and viral, and CRL is truely my favourite game by far, hence the fact that the new updates are terrific, the only bad thing is getting rid of the shop a couple months ago which I think is a disadvantage for lower arena players, becuase of the lack of items to get, anyway very good game highly recomend this, :)"
Highland Cunningham,3,2025-09-29 14:12:16,"There was a clan challenge today that I stayed up until 2am to complete- took each member like 2 hours a piece, and the prize was only 8 tower princess cards. Rewards have gotta be bigger if we're gonna spend THAT much time on something. I know the game is pay to win for the most part, but this is a new low even for clash. Usually you're able to work hard to catch up with the paid players, but this is ridiculous. It showed a fancy silver chest and barely had anything in it."
Deidra karel Bautista,1,2025-08-27 20:21:41,"This game is actual garbage. At release it was a nice game with balanced cards and was fun. Now when i try to do anything my opponent brings out E-Golems, Mega knights and stuff you'll unlock extremely late in the game just in their deck cause they spent money. The game is incredibly pay-to-win and most cards are genuinely insufferable. 1/5 would rate 0 if possible."
Frank Carrillo,1,2025-08-24 00:29:55,"Love the game, been playing since inception, and have multiple accounts across clash of clans and boom beach. The 1 star is for customer service. locked me out of my main account, and after 22 days and multiple attempts to reach out to customer service, I have yet to speak with a real person to recover my account. After all the time and money I've spent. disrespectful!!!!!"
Porticus,1,2025-10-04 14:04:59,"I have been playing since it came out in 2016. The introduction of P2W mechanics was balanced. after a 4 year hiatus, I noticed that the P2W mechanic is extremely present. Most games you are facing someone with Evos and cards ranked 3-4 times higher than yours. It's hard to play if you haven't spent money on the game. It also isn't the typical $1-$2 charge it's $12.99 for a lot of stuff. It's sad to see the quality of this game go so downhill."
HASAN MAHMUD,1,2025-09-22 01:07:56,"Bad and slow servers with frequent in-game lag. The developers should collect and analyze network-related issues for each device. I noticed the game often forces connections through slower servers for the lobby and home screen, even when faster servers are available. There’s no smart network optimization, which makes the experience frustrating."
Knight Wing48,1,2025-09-22 02:54:57,"Decided to give the game a try after all my friends telling me to play it. downloaded it and I cant even get past the ""updating"" screen. its just times out and says i lost connection. ive tried under wifi and data, both of which ive never had issues with for any game and still nothing. im extreamly disappointed cause I cant even play the game."
A Google user,1,2025-10-05 18:05:45,"Absolutely terrible matchmaking and game play. Constantly matched with players leveled above or below you, you either win by a landslide or get destroyed. It's hard to upgrade or advance without spending money. No matter how much you upgrade you'll instantly be capped out by being matched against players above you again. Used to be so fun and insanely addictive, but they somehow totally ruined it, sad!"
Cristian Morillo,1,2025-09-12 00:50:42,"I’m trying to recover an old account I created in 2016 and last played in 2018. I don’t remember the account name or game ID, and I originally signed in using Google Play Games. The account is not connected to Supercell ID. However, it seems that the Google Play Games login option has been removed, and now I can’t access the account. I’ve searched for solutions and found that many others are experiencing the same issue."
Christopher Malone,1,2025-09-02 18:16:11,"Game was great but now gets stuck on the initial loading screen, then goes to updating and a pop-up says it's lost connection. Uninstalled and reinstalled. Still errors out. Internet connection is stable on everything else. Tried emailing regarding issue but they replied back saying to use the app to submit issues. Tried the website and it wants you to sign in but I haven't gotten the emailed code to sign in. Last resort, a 1 star review. Update - the game is working now. No help from support."
Ronald Smith,1,2025-09-15 17:15:29,"Wish we could add the people we battle with to our friends list. (Edit) 4-2* I'm tired of playing the same deck over and over and over again. It's always knight, firecracker, megaknight. I play one of those 3 cards in every battle. If those cards are so good that they get played in literally every match, then maybe they're too good? I main the X bow, so killing them is not a problem. It just takes all of the fun out of the game when every match feels almost like a repeat of the match before."
Dennis Aliy,1,2025-09-15 10:30:22,downloaded it again as I felt nostalgia. played a few games and then started running into players with tower buffs that make them shoot faster and character buffs that make normal characters evolved or whatever that aren't in the base game for players who don't pay 12$ a month for the pass. ridiculous. pay2win has no place in a strategy game
Sivaramakrishnan,2,2025-08-15 10:57:12,"lots of bugs in the recent update. 1. unable to see the battle log. when tapping on the battle log the application gets closed. 2. after completing a battle in competitive mode , the battle mode gets switched automatically to trophy mode. 3. views are not properly aligned for a long time even after a couple of updates. Device: iqoo neo 7 pro."
Senodjati Witjaksono,1,2025-08-29 10:20:14,"I've been playing this game for more than 4 years and not even once I spend money on it. Based on my experience in the past it was quite a challenge to be a free to play player, but after EVOLUTION COMES UP it just ruins the game, every good evolution have to be bought to actually have it, and the chance of having a free evolution TAKE AGES to get. right now I sit at 9000 trophies and the gap between the people who bought the EXPENSIVE EVOLUTION and not, is getting wider each day."
Edward Cole,1,2025-08-23 17:49:39,"Used to be an amazing game, now it's filled with power scaling issues that make the game impossibly difficult to be successful without constantly paying rising prices. The game uses a system designed to maximise player engagement and retention rather than prioritising fair and skill based matchmaking."
Heart Of Death,2,2025-08-21 08:32:45,2 vs 2 game play is the best but they removed it due to them not making money. Now the new 4 person farse of a mode merge tactics is bs. that mode is a way for the devs to make money by inserting more ai and fixing the matches trying to get you to upgrade in fustration at a certain point. I'm sure alot of ppl noticed this after the recent updates. been with the game from the beginning and now it might be time to quit.
Joshua Badillo,3,2025-08-31 23:34:12,"It's a good game indeed. The problem I have and hate so much is how you get matched with decks that load way faster. They mismatch in a way that makes you lose. Also, support does not care about us. I was browsing reviews and noticed they don't try to respond. They love how we spend money(which I stopped)but do not address our concerns as gamers."
Jason Carrasquillo,1,2025-08-22 20:00:48,"Terrible!! Super Cell has screwed this game up so badly with the matchmaking algorithms, evolutions, and the changing of the goblin hut and furnace cards. This used to be one of my favorite games to play, but now I find it so intolerable. Whoever is running the show at Super Cell needs to be fired for ruining what USED to be an awesome game."
JC Coetzee,1,2025-08-21 20:17:51,"The game is currently a complete dumpsterfire. Pay-to-win and ballancing issues is some of the worst I've seen. Bugs that are in the game for months are still not fixed. Servers are laggy and inconsistent. I just experienced a glitch where I can't place anything, forcing me to watch while I loose. This game is in the worst spot its been in. The only reason its not dying is because pipular streamers like Jynxzi decided to start streaming it."
ralph ponce,3,2025-08-18 00:08:29,"Great Game and an boredom buster but the problem is that too many players Pay to win which gives free to play players a hard time to go up in Trophy Roads. Though I would suggest like a ""Pay bases matchmaking"" which mean that only players that pay to win can only fight each other while free to play players can rise through the rankings fairly without their opponent being extremely overleved. Though it's a fun game and I hope someone from the dev team of clash Royal will notice this thanks."
HellZ (Purnayu),4,2025-09-29 21:13:21,"Game is absolutely fantastic, becomes quite addictive. But one thing that there should be some more flexibility to the way you get cards, it becomes more difficult to get later on, there should be some option to watch ads in return for cards."
SHz_Bean,1,2025-09-01 08:44:49,"As the updates continue, the gameplay becomes more and more dependent on how much money you need to spend in order to have fun. The developers are becoming greedier by the second, covering your screen with pop-ups to spend a little bit of money here and there. If you haven't spent a good amount of money on this game, you will never win."
Ye Myat,1,2025-08-30 16:52:24,"This game is now officially pay to win you can easily buy legenddary hero cards and their evolutions straight away with dollarsss there is no need to open chests. How smart you are it doesnt matter just the evo cards matters. The Clan Wars make no sense at all... it takes too long and I keep attacking and attacking but there are several phases to complete. If you are lvl is below 13 is better not to queue cause you can never win, you will be match up against lvl 14,15 or even lvl 13 buyers."
Sepp Bookwood,2,2025-09-11 11:29:01,"The Greed of the Developers is infinite. Once this game was a Realtime Action Chess. now you have to spend 100.000 $ or € to be kinda competitive. look at your own game, everywhere there is a button to pay for the smallest possible improvement, let's be honest, a non-service that is completely overpriced. don't bother to explain yourself, you are ferengi!"
Ihor Ginko,1,2025-08-26 08:54:03,"I used to love this game with passion and competed for rank. But the game balance is a complete mess with the new evolutions and cards being released absolutely broken. I won't lie, the game is fun at lower arenas. But if you want to play on higher level and arenas, the broken cards are basically a must. This means you need to pay for the pass royale. But these cards are nerfed to oblivion in 3 months. I can't wait untill the game balance is back to normal and f2p is an option on higher levels."
Te Bobo,1,2025-09-02 16:36:46,2025 and I still believe that clash Royale is a scam. No matter what strategy you call yourself running this game is designed for you to lose. companies like supercell have taken the fun out of video games. The one thing they got correct is the shop. I believe this game should be banned. It's no different than gambling. The new vine spell is $30 to unlock and upgrade to the max level. Scam! In a real video game rewards are earned not bought.
Gavin O'Brien,1,2025-10-06 00:34:08,"I used to love this game. I haven't played in a while but I came back to give it a try again. What do I come back to? Level 15 evolved Mega Knight. In arena 13. This game is the definition of pay-to-win. I haven't made a single micro transaction at all in the game. It's nearly impossible to make any progress unless you feed the corporate greed. Other than my pay-to-win opponent spamming goblin boohoo every other match, it's fun."
